;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem
3016,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3017,17,8,31.5,3.95,5.5,0.6,2.9,2,5.9,0.4,0.2,2.6,0.3,0.2,0.5,0.4,0.9,0,0,0,0.4,0,0,0,0,64145,0
3018,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3019,19,6.4,26.7,4.17,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,64145,0
3020,20,0,0,0,522.3,4.1,504.6,13.5,522.3,2.5,1.6,454.4,50.2,1.2,3.2,2.7,6.4,0,0,0,0,0,0,0,0,64145,0
3021,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3022,22,0,0,0,63.3,0,63.3,0,63.3,0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3023,23,4.8,13.9,2.91,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,64145,0
3024,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3025,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3026,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3027,27,4.1,11.8,2.91,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,64145,0
3028,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3029,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3030,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3031,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3032,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3033,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3034,34,41.3,111.8,2.7,2.3,0,0,2.3,4.5,0,0,0,0,0,0,0,2.3,0,0,0,2.2,0,0,0,0,64145,0
3035,35,9.6,28.7,2.99,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,64145,0
3036,36,17.3,30.6,1.78,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,64145,0
3037,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3038,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3039,39,13.3,43.4,3.28,0,0,0,0,17.2,0,0,0,0,0,0,0,0,16.5,0,0,0.7,0,0,0,0,64145,0
3040,40,32,94,2.94,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,87119,0
3041,41,10.2,16.8,1.65,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,87119,0
3042,42,100.3,305.8,3.05,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,87119,0
3043,43,18,44.9,2.49,0,0,0,0,42.3,0,0,0,0,0,0,0,0,41.3,0,0,1,0,0,0,0,87119,0
3044,44,1.7,8,4.67,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,87119,0
3045,45,1.7,8,4.67,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,87119,0
3046,46,3.1,8.4,2.66,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,87119,0
3047,47,235.8,693.2,2.94,70.3,3.2,16.5,50.6,118.9,1.9,1.3,4.7,11.8,1,42.3,2.2,5.1,0,0,34.5,14.1,0,0,0,0,87119,450
3048,48,25.2,84.3,3.34,20.8,1,2,17.8,67.5,0.6,0.4,1.5,0.5,0.3,0.8,0.7,16,45.4,0,0,1.3,0,0,0,0,87119,0
3049,49,24.8,60.9,2.46,4.7,0,0,4.7,6,0,0,0,0,0,0,0,4.7,0,0,0,1.3,0,0,0,0,87119,0
3050,50,15.3,83.6,5.46,2,0,0,2,2.8,0,0,0,0,2,0,0,0,0,0,0,0.8,0,0,0,0,87119,0
3051,51,11.4,17.8,1.56,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,87119,0
3052,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87119,0
3053,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87119,0
3054,54,54.5,151.8,2.78,1.1,0,1.1,0,4,0,0,0,1.1,0,0,0,0,0,0,0,2.9,0,0,0,0,87119,0
3055,55,42.1,130.5,3.1,18.3,0,0,18.3,20.5,0,0,0,0,2.3,8.8,0,7.3,0,0,0,2.2,0,0,0,0,64145,0
3056,56,31,104.5,3.37,15.1,1.4,9.2,4.6,37.4,0.8,0.6,2,7.1,0.4,1.1,0.9,2.2,20.7,0,0,1.6,0,0,0,0,87119,0
3057,57,13.4,25.2,1.88,8.8,0,8.8,0,9.5,0,0,0,8.8,0,0,0,0,0,0,0,0.7,0,0,0,0,87119,0
3058,58,4.5,24.2,5.43,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,87119,0
3059,59,11.7,29.2,2.49,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,87119,0
3060,60,21.5,70.9,3.29,10.2,0.4,6.7,3.1,12.2,0.2,0.2,0.6,6.2,0.1,2.1,0.3,0.6,0,0,0.8,1.2,0,0,0,0,87119,0
3061,61,85.2,263.8,3.09,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,87119,0
3062,62,36.2,104.3,2.88,15.9,15.2,0.2,0.4,17.8,15.2,0,0.2,0.1,0,0.1,0.1,0.2,0,0,0,1.9,0,0,0,0,87119,0
3063,63,2.7,7.2,2.66,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,87119,0
3064,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3065,65,19.1,38.6,2.02,7.8,0.9,1.7,5.3,8.8,0.5,0.3,1.2,0.4,0.3,0.7,0.6,3.8,0,0,0,1,0,0,0,0,77876,0
3066,66,18.3,41.5,2.27,30.2,30.2,0,0,31.2,30.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77876,0
3067,67,37.3,96,2.58,63.3,0,0,63.3,65.3,0,0,0,0,0,0,0,63.3,0,0,0,2,0,0,0,0,77876,0
3068,68,35.3,95.6,2.71,8.1,8.1,0,0,10,0,8.1,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,77876,0
3069,69,16.8,71.2,4.23,3.7,0.3,2.5,0.9,4.6,0.2,0.1,0.4,2,0.1,0.2,0.2,0.4,0,0,0,0.9,0,0,0,0,66905,0
3070,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64145,0
3071,71,2.9,4.7,1.65,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,77876,0
3072,72,3.8,15.8,4.17,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,77876,0
3073,73,18.8,34.1,1.82,9.3,0,0.7,8.5,10.3,0,0,0,0.7,8.4,0,0,0,0,0,0,1,0,0,0,0,77876,0
3074,74,51.4,140.7,2.74,5.2,0.2,2,3.1,7.9,0.1,0.1,0.2,1.8,2.6,0.1,0.1,0.3,0,0,0,2.7,0,0,0,0,77876,0
3075,75,22.6,83.8,3.71,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,77876,0
3076,76,38.8,114.7,2.96,4.8,0,4.8,0,7.7,0,0,3.9,0.9,0,0,0,0,0,0,0.8,2.1,0,0,0,0,77876,0
3077,77,12.2,31.3,2.57,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,77876,0
3078,78,51.3,160.6,3.13,54.6,1.6,43.5,9.4,58.2,1,0.6,42.7,0.8,2.9,1.2,1.1,4.3,0,0,0.8,2.8,0,0,0,0,67271,0
3079,79,112.7,291.7,2.59,68.5,0.9,7.1,60.5,77.8,0.5,0.4,1.3,5.8,12.4,46.1,0.6,1.4,0,0,3.2,6.1,0,0,0,0,61866,0
3080,80,181.2,420.3,2.32,46.4,1.2,2.4,42.8,63.7,0.7,0.5,1.8,0.6,0.4,39.6,0.8,1.9,0,0,7.2,10,0,0,0,0,61866,0
3081,81,28.8,127.8,4.44,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,4,1.8,0,0,0,0,55626,0
3082,82,60.9,134.4,2.21,17.6,2.1,8.4,7.1,29.5,1.3,0.9,3.1,5.3,0.7,1.6,1.5,3.3,0,0,8,3.8,0,0,0,0,55626,0
3083,83,140.2,334.5,2.39,36,19,13.9,3.2,43.4,18.9,0.1,4.7,9.2,0.1,0.2,0.2,2.7,0,0,0,7.4,0,0,0,0,55626,706
3084,84,193.9,425.7,2.2,3,0.3,1.5,1.1,27.1,0.2,0.1,1.4,0.2,0.1,0.3,0.2,0.5,0,0,12.9,11.2,0,0,0,0,55626,0
3085,85,19.1,49.8,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55626,0
3086,86,29.6,107.1,3.61,3,0.3,1.5,1.1,7.2,0.2,0.1,1.4,0.2,0.1,0.3,0.2,0.5,0,0,2.4,1.8,0,0,0,0,55626,0
3087,87,170.3,537.4,3.15,125.4,12.9,14.5,98,135.2,4.4,8.5,10.6,3.9,2.2,5.6,37.9,52.3,0,0,0.8,9,0,0,0,0,55626,0
3088,88,241.8,716.2,2.96,23.8,7.2,5.8,10.9,45.9,1,6.1,2.5,3.3,0.5,1.3,1.1,7.9,0,0,8.8,13.3,0,0,0,0,55626,0
3089,89,57.4,183.9,3.2,10.4,0.1,9.9,0.4,19.4,0.1,0,0.2,9.7,0,0.1,0.1,0.2,0,0,5.6,3.4,0,0,0,0,55626,0
3090,90,5.2,15.8,3.06,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,64145,0
3091,91,20.7,55.1,2.66,8.1,0,0,8.1,9.2,0,0,0,0,0,0,1.2,6.9,0,0,0,1.1,0,0,0,0,61866,0
3092,92,10.4,42.1,4.04,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0,0,0,0,77876,0
3093,93,12.2,36.4,2.99,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,77876,0
3094,94,7.3,19.5,2.66,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,77876,0
3095,95,4.6,14.7,3.16,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,77876,0
3096,96,7.1,18.8,2.66,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,1.6,0.5,0,0,0,0,77876,0
3097,97,11,31.2,2.84,68.5,3,65.5,0,69.1,3,0,0,65.5,0,0,0,0,0,0,0,0.6,0,0,0,0,64145,0
3098,98,37,85,2.29,23.5,4,11.3,8.2,26.3,3,1,3.6,7.7,0.8,1.9,1.7,3.9,0,0,0.8,2,0,0,0,0,61866,0
3099,99,14.9,42.7,2.87,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,64145,0
3100,100,12,51.6,4.3,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,77876,0
3101,101,6,17,2.82,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,77876,0
3102,102,3.5,11.7,3.33,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,77876,0
3103,103,20.4,45.9,2.25,2.6,0.1,0.1,2.4,3.7,0,0,0.1,0,0,0.1,2.2,0.1,0,0,0,1.1,0,0,0,0,77876,0
3104,104,54.2,137.2,2.53,29.5,2.5,16.6,10.5,34.1,1.5,1,15.3,1.2,0.7,1.9,1.6,6.3,0,0,1.6,3,0,0,0,0,77876,0
3105,105,54.8,126,2.3,16.4,3.4,3.8,9.2,24.4,2.6,0.8,2.9,1,0.6,1.5,1.3,5.7,0,0,4.8,3.2,0,0,0,0,66905,0
3106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77876,0
3107,107,243.3,835,3.43,52.1,7.3,20,24.8,165.7,4.3,3,10.7,9.2,2.3,5.7,5.2,11.6,0,0,96.4,17.1,0,0,0,0,64145,0
3108,108,0,0,0,302.4,17.7,226.5,58.2,304.1,10.7,7,217.8,8.7,5.3,13.5,11.9,27.4,0,0,1.6,0,0,0,0,0,55626,0
3109,109,157.1,538.2,3.43,172.5,4.8,13.9,153.8,215.9,2.9,1.9,6.9,7,35.8,3.7,106.9,7.4,0,0,33.7,9.6,0,0,0,0,52906,0
3110,110,0,0,0,486.5,0,460.3,26.1,486.5,0,0,460.3,0,0,0,0,26.1,0,0,0,0,0,0,0,0,55626,0
3111,111,186.1,459.3,2.47,135.5,0.2,0.4,134.9,145.5,0.1,0.1,0.3,0.1,0.1,132.8,1.7,0.3,0,0,0,10,0,0,0,0,55756,504
3112,112,247.5,810.8,3.28,140.8,4.4,8.6,127.8,213.8,2.7,1.8,6.4,2.2,1.3,110.8,3,12.7,8.3,0,49,15.7,0,0,0,0,55756,0
3113,113,67.9,185.8,2.74,0,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,45.8,5.9,0,0,0,0,63717,0
3114,114,433,1078.5,2.49,272.7,120,55.9,96.9,359.9,29.3,90.7,41.7,14.1,8.7,22,21.4,44.8,0,0,61.9,25.3,0,0,0,0,52906,0
3115,115,30.1,148.5,4.94,1059.8,24.6,753.3,281.9,1108.5,0,24.6,680.1,73.2,0,0,0,281.9,41.3,0,5.6,1.8,0,0,0,0,52906,0
3116,116,112.4,260.1,2.31,393.5,25.7,20.2,347.6,404.6,25.3,0.4,1.5,18.7,32.9,0.8,214.9,99,0,0,4.8,6.2,0,0,0,0,52906,0
3117,117,400.4,968.3,2.42,169.3,31.3,5.6,132.4,190.4,30.2,1.1,0,5.6,0,0,60.4,72,0,0,0,21.1,0,0,0,0,52906,0
3118,118,276,741.8,2.69,251.6,109.2,7.1,135.3,266.2,72.2,37,0.7,6.4,55.8,0.4,3.4,75.7,0,0,0,14.6,0,0,0,0,35003,0
3119,119,157.3,431.6,2.74,58.9,3,5.7,50.2,102.3,1.8,1.2,4.3,1.5,14.1,2.3,13,20.9,0,0,33.7,9.6,0,0,0,0,53599,0
3120,120,236.1,1120.4,4.75,177.3,26,63.8,87.4,302.7,15.4,10.6,38.1,25.7,8.1,20.1,18,41.2,0,0,108.5,16.9,0,0,0,0,53599,0
3121,121,149.7,358.4,2.39,297,69.6,81.5,145.9,373.1,24.3,45.3,60,21.5,20.2,31.6,29.4,64.7,12.4,0,53.8,9.9,0,0,0,0,53599,0
3122,122,0,0,0,213.8,134.4,39,40.3,214.6,19.8,114.6,9.6,29.5,2,5,4.4,28.8,0,0,0.8,0,0,0,0,0,46835,0
3123,123,36.4,123.8,3.4,350.6,96,89.7,164.9,361.7,82.5,13.5,49.6,40.1,10.2,26.2,22.7,105.8,0,0,8.8,2.2,0,0,0,0,46835,0
3124,124,508.7,1525,3,311.9,102.5,100.4,108.9,362.7,85.2,17.3,33.1,67.3,6.9,17.5,15.3,69.3,0,0,23.3,27.5,0,0,0,0,57365,0
3125,125,218.3,446.1,2.04,1085.6,541.7,52.2,491.7,1097.1,460.5,81.2,5.8,46.4,0,332.5,58.5,100.7,0,0,0,11.5,0,0,0,0,49164,0
3126,126,114,360.7,3.16,50.7,9.4,1.8,39.5,110.3,9.4,0,0,1.8,0,0,28.8,10.8,0,0,51.4,8.2,0,0,0,0,53599,0
3127,127,106.9,390.8,3.65,32,4.9,10.3,16.8,98.9,2.9,2,7.2,3.1,1.6,3.8,3.5,7.9,0,0,58.7,8.2,0,0,0,0,53599,0
3128,128,119.6,240.1,2.01,55.1,13.9,12.4,28.8,157,3.8,10.1,9.2,3.1,1.9,4.9,4.3,17.8,0,0,91.6,10.3,0,0,0,0,53599,0
3129,129,75.7,233.6,3.09,3.7,0.4,0.7,2.5,77.7,0.2,0.2,0.6,0.2,0.1,0.3,1.5,0.6,20.7,0,47.4,6,0,0,0,0,63717,0
3130,130,407.2,1117.9,2.75,128.9,0,11.1,117.8,150.4,0,0,0,11.1,0,109.4,0,8.4,0,0,0,21.5,0,0,0,0,46835,0
3131,131,103.1,280.8,2.72,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,13.7,5.9,0,0,0,0,57365,0
3132,132,72.2,191.7,2.66,0,0,0,0,52.6,0,0,0,0,0,0,0,0,0,0,46.6,6,0,0,0,0,63717,0
3133,133,65.3,159.6,2.44,581.3,86.1,168.5,326.8,644.2,51.5,34.5,125.5,43,26.2,66.1,57.8,176.6,0,0,57,5.8,0,0,0,0,76558,0
3134,134,92.2,235.9,2.56,74.2,11.2,25.3,37.7,117.5,6.6,4.6,19.8,5.4,3.5,8.6,7.8,17.8,0,0,37,6.4,0,0,0,0,46835,0
3135,135,25.8,79.9,3.1,10.1,1.2,4.9,4,165.2,0.7,0.5,1.7,3.2,0.4,0.9,0.8,1.9,152.9,0,0.8,1.4,0,0,0,0,64953,0
3136,136,44.8,114.9,2.57,9.9,0,9.9,0,27.2,0,0,0,9.9,0,0,0,0,0,0,14.5,2.9,0,0,0,0,63717,0
3137,137,55.2,150.8,2.73,6.4,2.1,2.1,2.2,23.5,1.9,0.3,0.9,1.2,0.2,0.5,0.4,1,0,0,13.7,3.4,0,0,0,0,63717,0
3138,138,10.7,20.5,1.92,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7.2,0.8,0,0,0,0,63717,0
3139,139,9.5,27.5,2.89,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,6.4,0.7,0,0,0,0,63717,0
3140,140,8.8,15.4,1.76,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,4,0.6,0,0,0,0,63717,0
3141,141,27.7,87.4,3.16,30,0,0.6,29.4,37.3,0,0,0,0.6,0,7.1,0,22.3,0,0,5.6,1.7,0,0,0,0,63717,0
3142,142,5.7,14.6,2.54,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,2.4,0.4,0,0,0,0,63717,0
3143,143,10.3,28.7,2.78,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,1.6,0.6,0,0,0,0,63717,0
3144,144,162.2,487.1,3,107.2,0,102.3,4.9,152.5,0,0,86.8,15.5,4.9,0,0,0,0,0,35.4,10,0,0,0,0,64953,0
3145,145,91.4,243.4,2.66,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,63717,0
3146,146,4.6,14.3,3.09,5.5,0,5.5,0,5.8,0,0,5.5,0,0,0,0,0,0,0,0,0.3,0,0,0,0,63717,0
3147,147,5.7,15.3,2.68,12.9,1.3,2.5,9.1,13.2,0.8,0.5,1.8,0.6,0.4,1,0.9,6.9,0,0,0,0.3,0,0,0,0,63717,0
3148,148,18.6,41.9,2.26,3.4,0.2,0.3,2.9,4.4,0.1,0.1,0.2,0.1,0,0.1,0.1,2.6,0,0,0,1,0,0,0,0,63717,0
3149,149,10,42.5,4.25,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0.8,0.5,0,0,0,0,76558,0
3150,150,11.1,32.3,2.92,3.3,0,3.3,0,5.5,0,0,0,3.3,0,0,0,0,0,0,1.6,0.6,0,0,0,0,76558,0
3151,151,5,13.7,2.72,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.8,0.3,0,0,0,0,63717,0
3152,152,5.7,17.7,3.12,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.8,0.3,0,0,0,0,63717,0
3153,153,27.8,78.5,2.82,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,63717,0
3154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63717,0
3155,155,4.6,16.2,3.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,63717,0
3156,156,1.9,3.2,1.67,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,63717,0
3157,157,2,5.4,2.68,18.4,1.8,10.8,5.8,89.5,1.1,0.7,2.6,8.2,0.5,1.4,1.2,2.8,70.2,0,0.8,0.1,0,0,0,0,63717,0
3158,158,45,120.8,2.68,4.7,0.1,0.2,4.4,15.4,0.1,0,0.2,0.1,0,1.6,0.1,2.7,8.3,0,0,2.4,0,0,0,0,63780,0
3159,159,3.5,15.7,4.46,7.7,0,7.7,0,7.9,0,0,0,7.7,0,0,0,0,0,0,0,0.2,0,0,0,0,63717,0
3160,160,7.8,14,1.79,3.3,0.4,1.6,1.3,3.7,0.2,0.2,0.6,1.1,0.1,0.3,0.3,0.6,0,0,0,0.4,0,0,0,0,63717,0
3161,161,1,2.6,2.68,74.7,7.9,15.5,51.3,75.6,4.7,3.2,11.6,3.9,2.4,6.1,5.4,37.3,0,0,0.8,0.1,0,0,0,0,63717,0
3162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63717,0
3163,163,7.7,39.1,5.07,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,4,0.6,0,0,0,0,53599,0
3164,164,13.8,26.5,1.93,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,3.2,0.9,0,0,0,0,53599,0
3165,165,18,50.7,2.82,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,7.2,1.2,0,0,0,0,53599,0
3166,166,25.1,62.5,2.49,1.8,0.1,1.2,0.4,15.6,0.1,0.1,0.2,1,0,0.1,0.1,0.2,0,0,12.1,1.8,0,0,0,0,53599,0
3167,167,54.8,175.2,3.2,73.3,56.9,6.1,10.3,106.9,1.9,55.1,4.5,1.5,0.9,2.4,2.1,4.9,20.7,0,9.6,3.3,0,0,0,0,53599,0
3168,168,33.1,100.1,3.03,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,11.2,2.3,0,0,0,0,53599,0
3169,169,49.5,158.3,3.2,6.1,0,0,6.1,24.7,0,0,0,0,6,0,0,0,0,0,15.3,3.3,0,0,0,0,53599,0
3170,170,138.5,394.8,2.85,87.2,52.4,15.1,19.7,109.7,26,26.4,13.3,1.9,3.4,2.9,6.2,7.2,0,0,14.5,8,0,0,0,0,53599,0
3171,171,21.2,59.6,2.82,31.7,2.1,22.5,7.1,44.5,1.3,0.9,3.1,19.4,0.7,1.6,1.4,3.3,0,0,11.2,1.6,0,0,0,0,76558,0
3172,172,22.2,52.1,2.35,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5.6,1.4,0,0,0,0,76558,0
3173,173,6.1,16.3,2.69,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,4.8,0.5,0,0,0,0,53599,0
3174,174,7.7,28.6,3.71,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,1.6,0.5,0,0,0,0,76558,0
3175,175,24.9,76.1,3.05,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,4,1.5,0,0,0,0,76558,0
3176,176,39.6,106.4,2.69,0,0,0,0,29.5,0,0,0,0,0,0,0,0,8.3,0,18.5,2.8,0,0,0,0,76558,0
3177,177,110,341.5,3.11,10.6,0.5,1.1,9,36.6,0.3,0.2,0.8,0.3,0.2,0.4,0.4,8.1,0,0,19.3,6.7,0,0,0,0,76558,0
3178,178,13.1,22,1.67,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,3.2,0.9,0,0,0,0,76558,0
3179,179,24.4,42.5,1.74,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,5.6,1.5,0,0,0,0,76558,0
3180,180,7.3,19.5,2.69,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,3.2,0.5,0,0,0,0,76558,0
3181,181,27.5,77.8,2.83,6,0.4,4.4,1.2,15.1,0.2,0.1,3.4,1.1,0.1,0.3,0.2,0.6,0,0,7.2,1.8,0,0,0,0,76558,0
